order,priority,Status,originalFileName,mailkey,Mailing,testCell,Targeting,Test Description,Format,Paper,Cost,Quantity,inHomeDate,endDate,CPP
631,17,Mailed,CAMPAIGN_DEC0C06E-E89D-4D97-B29B-0CEF15231D71_MAIL_FILE_DOWNLOAD_2021-11-17T20-42-01Z.CSV,SLMS089-GNYW-B,Shared Late Aug 2021 Cities,Gr NYC WC,Cities,Gr NYC WC,,,6000,200000,8/25/21,11/22/21,
632,18,Mailed,CAMPAIGN_DEC0C06E-E89D-4D97-B29B-0CEF15231D71_MAIL_FILE_DOWNLOAD_2021-11-17T20-42-01Z.CSV,SLMS089-HO-A,Shared Late Aug 2021 Cities,HOUSTON,Cities,HOUSTON,,,6000,200000,8/25/21,11/22/21,
632,19,Mailed,CAMPAIGN_DEC0C06E-E89D-4D97-B29B-0CEF15231D71_MAIL_FILE_DOWNLOAD_2021-11-17T20-42-01Z.CSV,SLMS089-HO-B,Shared Late Aug 2021 Cities,HOUSTON,Cities,HOUSTON,,,6000,200000,8/25/21,11/22/21,
633,20,Mailed,CAMPAIGN_DEC0C06E-E89D-4D97-B29B-0CEF15231D71_MAIL_FILE_DOWNLOAD_2021-11-17T20-42-01Z.CSV,SLMS089-JCK,Shared Late Aug 2021 Cities,JACKSONVILLE,Cities,JACKSONVILLE,,,4500,150000,8/25/21,11/22/21,
634,21,Mailed,CAMPAIGN_DEC0C06E-E89D-4D97-B29B-0CEF15231D71_MAIL_FILE_DOWNLOAD_2021-11-17T20-42-01Z.CSV,SLMS089-LA,Shared Late Aug 2021 Cities,FORT LAUDERDALE,Cities,FORT LAUDERDALE,,,3000,100000,8/25/21,11/22/21,
635,22,Mailed,CAMPAIGN_DEC0C06E-E89D-4D97-B29B-0CEF15231D71_MAIL_FILE_DOWNLOAD_2021-11-17T20-42-01Z.CSV,SLMS089-LA1-A,Shared Late Aug 2021 Cities,LA,Cities,LA,,,12000,400000,8/25/21,11/22/21,
635,23,Mailed,CAMPAIGN_DEC0C06E-E89D-4D97-B29B-0CEF15231D71_MAIL_FILE_DOWNLOAD_2021-11-17T20-42-01Z.CSV,SLMS089-LA1-B,Shared Late Aug 2021 Cities,LA,Cities,LA,,,12000,400000,8/25/21,11/22/21,
635,24,Mailed,CAMPAIGN_DEC0C06E-E89D-4D97-B29B-0CEF15231D71_MAIL_FILE_DOWNLOAD_2021-11-17T20-42-01Z.CSV,SLMS089-LA2-A,Shared Late Aug 2021 Cities,LA,Cities,LA,,,12000,400000,8/25/21,11/22/21,
635,25,Mailed,CAMPAIGN_DEC0C06E-E89D-4D97-B29B-0CEF15231D71_MAIL_FILE_DOWNLOAD_2021-11-17T20-42-01Z.CSV,SLMS089-LA2-B,Shared Late Aug 2021 Cities,LA,Cities,LA,,,12000,400000,8/25/21,11/22/21,
636,26,Mailed,CAMPAIGN_DEC0C06E-E89D-4D97-B29B-0CEF15231D71_MAIL_FILE_DOWNLOAD_2021-11-17T20-42-01Z.CSV,SLMS089-MAL-A,Shared Late Aug 2021 Cities,Gr LA MALIBU,Cities,Gr LA MALIBU,,,6000,200000,8/25/21,11/22/21,
636,27,Mailed,CAMPAIGN_DEC0C06E-E89D-4D97-B29B-0CEF15231D71_MAIL_FILE_DOWNLOAD_2021-11-17T20-42-01Z.CSV,SLMS089-MAL-B,Shared Late Aug 2021 Cities,Gr LA MALIBU,Cities,Gr LA MALIBU,,,6000,200000,8/25/21,11/22/21,
637,28,Mailed,CAMPAIGN_DEC0C06E-E89D-4D97-B29B-0CEF15231D71_MAIL_FILE_DOWNLOAD_2021-11-17T20-42-01Z.CSV,SLMS089-MH1-A,Shared Late Aug 2021 Cities,MANHATTAN,Cities,MANHATTAN,,,12000,400000,8/25/21,11/22/21,
637,29,Mailed,CAMPAIGN_DEC0C06E-E89D-4D97-B29B-0CEF15231D71_MAIL_FILE_DOWNLOAD_2021-11-17T20-42-01Z.CSV,SLMS089-MH1-B,Shared Late Aug 2021 Cities,MANHATTAN,Cities,MANHATTAN,,,12000,400000,8/25/21,11/22/21,
637,30,Mailed,CAMPAIGN_DEC0C06E-E89D-4D97-B29B-0CEF15231D71_MAIL_FILE_DOWNLOAD_2021-11-17T20-42-01Z.CSV,SLMS089-MH2-A,Shared Late Aug 2021 Cities,MANHATTAN,Cities,MANHATTAN,,,12000,400000,8/25/21,11/22/21,
637,31,Mailed,CAMPAIGN_DEC0C06E-E89D-4D97-B29B-0CEF15231D71_MAIL_FILE_DOWNLOAD_2021-11-17T20-42-01Z.CSV,SLMS089-MH2-B,Shared Late Aug 2021 Cities,MANHATTAN,Cities,MANHATTAN,,,12000,400000,8/25/21,11/22/21,
638,32,Mailed,CAMPAIGN_DEC0C06E-E89D-4D97-B29B-0CEF15231D71_MAIL_FILE_DOWNLOAD_2021-11-17T20-42-01Z.CSV,SLMS089-NO,Shared Late Aug 2021 Cities,NEW ORLEANS,Cities,NEW ORLEANS,,,3000,100000,8/25/21,11/22/21,
639,33,Mailed,CAMPAIGN_DEC0C06E-E89D-4D97-B29B-0CEF15231D71_MAIL_FILE_DOWNLOAD_2021-11-17T20-42-01Z.CSV,SLMS089-NP,Shared Late Aug 2021 Cities,NAPLES,Cities,NAPLES,,,3000,100000,8/25/21,11/22/21,
640,34,Mailed,CAMPAIGN_DEC0C06E-E89D-4D97-B29B-0CEF15231D71_MAIL_FILE_DOWNLOAD_2021-11-17T20-42-01Z.CSV,SLMS089-SV-A,Shared Late Aug 2021 Cities,SILICON VALLEY,Cities,SILICON VALLEY,,,6000,200000,8/25/21,11/22/21,
640,35,Mailed,CAMPAIGN_DEC0C06E-E89D-4D97-B29B-0CEF15231D71_MAIL_FILE_DOWNLOAD_2021-11-17T20-42-01Z.CSV,SLMS089-SV-B,Shared Late Aug 2021 Cities,SILICON VALLEY,Cities,SILICON VALLEY,,,6000,200000,8/25/21,11/22/21,
641,36,Mailed,CAMPAIGN_DEC0C06E-E89D-4D97-B29B-0CEF15231D71_MAIL_FILE_DOWNLOAD_2021-11-17T20-42-01Z.CSV,SLMS089-TN-A,Shared Late Aug 2021 Cities,TENNESSEE,Cities,TENNESSEE,,,6000,200000,8/25/21,11/22/21,
641,37,Mailed,CAMPAIGN_DEC0C06E-E89D-4D97-B29B-0CEF15231D71_MAIL_FILE_DOWNLOAD_2021-11-17T20-42-01Z.CSV,SLMS089-TN-B,Shared Late Aug 2021 Cities,TENNESSEE,Cities,TENNESSEE,,,6000,200000,8/25/21,11/22/21,
642,0,Holdout,HOLDOUT_H-GR SF 2 SAN MATEO.FORCLIENT.CSV,H-GR SF 2 SAN MATEO,Shared Late Aug 2021 Cities,H-GR SF 2 SAN MATEO,Cities,H-GR SF 2 SAN MATEO,,,,26545,8/25/21,11/22/21,
643,0,Holdout,HOLDOUT_H-BIRMINGHAM.FORCLIENT.CSV,H-BIRMINGHAM,Shared Late Aug 2021 Cities,H-BIRMINGHAM,Cities,H-BIRMINGHAM,,,,24409,8/25/21,11/22/21,
644,0,Holdout,HOLDOUT_H-BALTIMORE.FORCLIENT.CSV,H-BALTIMORE,Shared Late Aug 2021 Cities,H-BALTIMORE,Cities,H-BALTIMORE,,,,25232,8/25/21,11/22/21,
645,0,Holdout,HOLDOUT_H-CHARLOTTE.FORCLIENT.CSV,H-CHARLOTTE,Shared Late Aug 2021 Cities,H-CHARLOTTE,Cities,H-CHARLOTTE,,,,26631,8/25/21,11/22/21,
646,0,Holdout,HOLDOUT_H-CINCINNATI.FORCLIENT.CSV,H-CINCINNATI,Shared Late Aug 2021 Cities,H-CINCINNATI,Cities,H-CINCINNATI,,,,23842,8/25/21,11/22/21,
647,0,Holdout,HOLDOUT_H-GR NYC CONNECTICUT.FORCLIENT.CSV,H-GR NYC CONNECTICUT,Shared Late Aug 2021 Cities,H-GR NYC CONNECTICUT,Cities,H-GR NYC CONNECTICUT,,,,24882,8/25/21,11/22/21,
648,0,Holdout,HOLDOUT_H-DETROIT.FORCLIENT.CSV,H-DETROIT,Shared Late Aug 2021 Cities,H-DETROIT,Cities,H-DETROIT,,,,26099,8/25/21,11/22/21,
649,0,Holdout,HOLDOUT_H-NEW ENGLAND.FORCLIENT.CSV,H-NEW ENGLAND,Shared Late Aug 2021 Cities,H-NEW ENGLAND,Cities,H-NEW ENGLAND,,,,25023,8/25/21,11/22/21,
650,0,Holdout,HOLDOUT_H-GR CHICAGO.FORCLIENT.CSV,H-GR CHICAGO,Shared Late Aug 2021 Cities,H-GR CHICAGO,Cities,H-GR CHICAGO,,,,24944,8/25/21,11/22/21,
651,0,Holdout,HOLDOUT_H-GR NYC NJ.FORCLIENT.CSV,H-GR NYC NJ,Shared Late Aug 2021 Cities,H-GR NYC NJ,Cities,H-GR NYC NJ,,,,25146,8/25/21,11/22/21,
652,0,Holdout,HOLDOUT_H-GR NYC LI.FORCLIENT.CSV,H-GR NYC LI,Shared Late Aug 2021 Cities,H-GR NYC LI,Cities,H-GR NYC LI,,,,13134,8/25/21,11/22/21,
653,0,Holdout,HOLDOUT_H-GR NYC WC.FORCLIENT.CSV,H-GR NYC WC,Shared Late Aug 2021 Cities,H-GR NYC WC,Cities,H-GR NYC WC,,,,13613,8/25/21,11/22/21,
654,0,Holdout,HOLDOUT_H-HOUSTON.FORCLIENT.CSV,H-HOUSTON,Shared Late Aug 2021 Cities,H-HOUSTON,Cities,H-HOUSTON,,,,23465,8/25/21,11/22/21,
655,0,Holdout,HOLDOUT_H-JACKSONVILLE.FORCLIENT.CSV,H-JACKSONVILLE,Shared Late Aug 2021 Cities,H-JACKSONVILLE,Cities,H-JACKSONVILLE,,,,25451,8/25/21,11/22/21,
656,0,Holdout,HOLDOUT_H-FORT LAUDERDALE.FORCLIENT.CSV,H-FORT LAUDERDALE,Shared Late Aug 2021 Cities,H-FORT LAUDERDALE,Cities,H-FORT LAUDERDALE,,,,26041,8/25/21,11/22/21,
657,0,Holdout,HOLDOUT_H-LA.FORCLIENT.CSV,H-LA,Shared Late Aug 2021 Cities,H-LA,Cities,H-LA,,,,26203,8/25/21,11/22/21,
658,0,Holdout,HOLDOUT_H-GR LA LAC.FORCLIENT.CSV,H-GR LA LAC,Shared Late Aug 2021 Cities,H-GR LA LAC,Cities,H-GR LA LAC,,,,26187,8/25/21,11/22/21,
659,0,Holdout,HOLDOUT_H-MANHATTAN.FORCLIENT.CSV,H-MANHATTAN,Shared Late Aug 2021 Cities,H-MANHATTAN,Cities,H-MANHATTAN,,,,26054,8/25/21,11/22/21,
660,0,Holdout,HOLDOUT_H-NEW ORLEANS.FORCLIENT.CSV,H-NEW ORLEANS,Shared Late Aug 2021 Cities,H-NEW ORLEANS,Cities,H-NEW ORLEANS,,,,25844,8/25/21,11/22/21,
661,0,Holdout,HOLDOUT_H-NAPLES.FORCLIENT.CSV,H-NAPLES,Shared Late Aug 2021 Cities,H-NAPLES,Cities,H-NAPLES,,,,15418,8/25/21,11/22/21,
662,0,Holdout,HOLDOUT_H-SILICON VALLEY.FORCLIENT.CSV,H-SILICON VALLEY,Shared Late Aug 2021 Cities,H-SILICON VALLEY,Cities,H-SILICON VALLEY,,,,27467,8/25/21,11/22/21,
663,0,Holdout,HOLDOUT_H-TENNESSEE.FORCLIENT.CSV,H-TENNESSEE,Shared Late Aug 2021 Cities,H-TENNESSEE,Cities,H-TENNESSEE,,,,26115,8/25/21,11/22/21,
664,1,Mailed,CAMPAIGN_05E49AD7-A286-45E2-9F21-3041DCD525A5_MAIL_FILE_DOWNLOAD_2021-11-17T20-54-09Z.CSV,SLMS090-GRA1,Shared Late Aug 2021 Natl,NEW GRAD,Natl,NEW GRAD,,,12000,200000,8/27/21,11/24/21,
664,2,Mailed,CAMPAIGN_05E49AD7-A286-45E2-9F21-3041DCD525A5_MAIL_FILE_DOWNLOAD_2021-11-17T20-54-09Z.CSV,SLMS090-GRA2,Shared Late Aug 2021 Natl,NEW GRAD,Natl,NEW GRAD,,,12000,200000,8/27/21,11/24/21,
665,3,Mailed,CAMPAIGN_05E49AD7-A286-45E2-9F21-3041DCD525A5_MAIL_FILE_DOWNLOAD_2021-11-17T20-54-09Z.CSV,SLMS090-MO1,Shared Late Aug 2021 Natl,MOM,Natl,MOM,,,12000,200000,8/27/21,11/24/21,
665,4,Mailed,CAMPAIGN_05E49AD7-A286-45E2-9F21-3041DCD525A5_MAIL_FILE_DOWNLOAD_2021-11-17T20-54-09Z.CSV,SLMS090-MO2,Shared Late Aug 2021 Natl,MOM,Natl,MOM,,,12000,200000,8/27/21,11/24/21,
666,0,Holdout,SLM_SHARED_MAILFILE_SLMS090-H-GRA1.H-NEW GRAD 1.CSV,SLMS090-H-GRA1,Shared Late Aug 2021 Natl,H-NEW GRAD,Natl,H-NEW GRAD,,,,20000,8/27/21,11/24/21,
666,0,Holdout,SLM_SHARED_MAILFILE_SLMS090-H-GRA2.H-NEW GRAD 2.CSV,SLMS090-H-GRA2,Shared Late Aug 2021 Natl,H-NEW GRAD,Natl,H-NEW GRAD,,,,20000,8/27/21,11/24/21,
667,0,Holdout,SLM_SHARED_MAILFILE_SLMS090-H-MO1.H-MOMS 1.CSV,SLMS090-H-MO1,Shared Late Aug 2021 Natl,H-MOM,Natl,H-MOM,,,,20000,8/27/21,11/24/21,
667,0,Holdout,SLM_SHARED_MAILFILE_SLMS090-H-MO2.H-MOMS 2.CSV,SLMS090-H-MO2,Shared Late Aug 2021 Natl,H-MOM,Natl,H-MOM,,,,20000,8/27/21,11/24/21,
668,1,Mailed,CAMPAIGN_55716C6B-34EE-43B2-B0B5-F838B3FAA7FD_MAIL_FILE_DOWNLOAD_2021-11-17T21-17-58Z.CSV,SLMS091-BO-A,Shared Sept 2021 Cities,BOSTON,Cities,BOSTON,,,6000,200000,9/10/21,12/8/21,
668,2,Mailed,CAMPAIGN_55716C6B-34EE-43B2-B0B5-F838B3FAA7FD_MAIL_FILE_DOWNLOAD_2021-11-17T21-17-58Z.CSV,SLMS091-BO-B,Shared Sept 2021 Cities,BOSTON,Cities,BOSTON,,,6000,200000,9/10/21,12/8/21,
669,3,Mailed,CAMPAIGN_55716C6B-34EE-43B2-B0B5-F838B3FAA7FD_MAIL_FILE_DOWNLOAD_2021-11-17T21-17-58Z.CSV,SLMS091-DCM-A,Shared Sept 2021 Cities,Gr DC MD,Cities,Gr DC MD,,,6000,200000,9/10/21,12/8/21,
669,4,Mailed,CAMPAIGN_55716C6B-34EE-43B2-B0B5-F838B3FAA7FD_MAIL_FILE_DOWNLOAD_2021-11-17T21-17-58Z.CSV,SLMS091-DCM-B,Shared Sept 2021 Cities,Gr DC MD,Cities,Gr DC MD,,,6000,200000,9/10/21,12/8/21,
670,5,Mailed,CAMPAIGN_55716C6B-34EE-43B2-B0B5-F838B3FAA7FD_MAIL_FILE_DOWNLOAD_2021-11-17T21-17-58Z.CSV,SLMS091-DCV-A,Shared Sept 2021 Cities,Gr DC VA,Cities,Gr DC VA,,,6000,200000,9/10/21,12/8/21,
670,6,Mailed,CAMPAIGN_55716C6B-34EE-43B2-B0B5-F838B3FAA7FD_MAIL_FILE_DOWNLOAD_2021-11-17T21-17-58Z.CSV,SLMS091-DCV-B,Shared Sept 2021 Cities,Gr DC VA,Cities,Gr DC VA,,,6000,200000,9/10/21,12/8/21,
671,7,Mailed,CAMPAIGN_55716C6B-34EE-43B2-B0B5-F838B3FAA7FD_MAIL_FILE_DOWNLOAD_2021-11-17T21-17-58Z.CSV,SLMS091-GB-A,Shared Sept 2021 Cities,Gr BOSTON,Cities,Gr BOSTON,,,6000,200000,9/10/21,12/8/21,
671,8,Mailed,CAMPAIGN_55716C6B-34EE-43B2-B0B5-F838B3FAA7FD_MAIL_FILE_DOWNLOAD_2021-11-17T21-17-58Z.CSV,SLMS091-GB-B,Shared Sept 2021 Cities,Gr BOSTON,Cities,Gr BOSTON,,,6000,200000,9/10/21,12/8/21,
672,9,Mailed,CAMPAIGN_55716C6B-34EE-43B2-B0B5-F838B3FAA7FD_MAIL_FILE_DOWNLOAD_2021-11-17T21-17-58Z.CSV,SLMS091-GD-A,Shared Sept 2021 Cities,Gr DALLAS,Cities,Gr DALLAS,,,6000,200000,9/10/21,12/8/21,
672,10,Mailed,CAMPAIGN_55716C6B-34EE-43B2-B0B5-F838B3FAA7FD_MAIL_FILE_DOWNLOAD_2021-11-17T21-17-58Z.CSV,SLMS091-GD-B,Shared Sept 2021 Cities,Gr DALLAS,Cities,Gr DALLAS,,,6000,200000,9/10/21,12/8/21,
673,11,Mailed,CAMPAIGN_55716C6B-34EE-43B2-B0B5-F838B3FAA7FD_MAIL_FILE_DOWNLOAD_2021-11-17T21-17-58Z.CSV,SLMS091-HO-A,Shared Sept 2021 Cities,HOUSTON,Cities,HOUSTON,,,6000,200000,9/10/21,12/8/21,
673,12,Mailed,CAMPAIGN_55716C6B-34EE-43B2-B0B5-F838B3FAA7FD_MAIL_FILE_DOWNLOAD_2021-11-17T21-17-58Z.CSV,SLMS091-HO-B,Shared Sept 2021 Cities,HOUSTON,Cities,HOUSTON,,,6000,200000,9/10/21,12/8/21,
674,13,Mailed,CAMPAIGN_55716C6B-34EE-43B2-B0B5-F838B3FAA7FD_MAIL_FILE_DOWNLOAD_2021-11-17T21-17-58Z.CSV,SLMS091-ID,Shared Sept 2021 Cities,INDIANAPOIS,Cities,INDIANAPOIS,,,3000,100000,9/10/21,12/8/21,
675,14,Mailed,CAMPAIGN_55716C6B-34EE-43B2-B0B5-F838B3FAA7FD_MAIL_FILE_DOWNLOAD_2021-11-17T21-17-58Z.CSV,SLMS091-MAL-A,Shared Sept 2021 Cities,Gr LA MALIBU,Cities,Gr LA MALIBU,,,6000,200000,9/10/21,12/8/21,
675,15,Mailed,CAMPAIGN_55716C6B-34EE-43B2-B0B5-F838B3FAA7FD_MAIL_FILE_DOWNLOAD_2021-11-17T21-17-58Z.CSV,SLMS091-MAL-B,Shared Sept 2021 Cities,Gr LA MALIBU,Cities,Gr LA MALIBU,,,6000,200000,9/10/21,12/8/21,
676,16,Mailed,CAMPAIGN_55716C6B-34EE-43B2-B0B5-F838B3FAA7FD_MAIL_FILE_DOWNLOAD_2021-11-17T21-17-58Z.CSV,SLMS091-MI,Shared Sept 2021 Cities,MIAMI,Cities,MIAMI,,,3000,100000,9/10/21,12/8/21,
677,17,Mailed,CAMPAIGN_55716C6B-34EE-43B2-B0B5-F838B3FAA7FD_MAIL_FILE_DOWNLOAD_2021-11-17T21-17-58Z.CSV,SLMS091-MKE,Shared Sept 2021 Cities,MILWAUKEE,Cities,MILWAUKEE,,,3000,100000,9/10/21,12/8/21,
678,18,Mailed,CAMPAIGN_55716C6B-34EE-43B2-B0B5-F838B3FAA7FD_MAIL_FILE_DOWNLOAD_2021-11-17T21-17-58Z.CSV,SLMS091-NCA-A,Shared Sept 2021 Cities,NORTHERN CALIFORNI,Cities,NORTHERN CALIFORNI,,,6000,200000,9/10/21,12/8/21,
678,19,Mailed,CAMPAIGN_55716C6B-34EE-43B2-B0B5-F838B3FAA7FD_MAIL_FILE_DOWNLOAD_2021-11-17T21-17-58Z.CSV,SLMS091-NCA-B,Shared Sept 2021 Cities,NORTHERN CALIFORNI,Cities,NORTHERN CALIFORNI,,,6000,200000,9/10/21,12/8/21,
679,20,Mailed,CAMPAIGN_55716C6B-34EE-43B2-B0B5-F838B3FAA7FD_MAIL_FILE_DOWNLOAD_2021-11-17T21-17-58Z.CSV,SLMS091-PB,Shared Sept 2021 Cities,PITTSBURGH,Cities,PITTSBURGH,,,3000,100000,9/10/21,12/8/21,
680,21,Mailed,CAMPAIGN_55716C6B-34EE-43B2-B0B5-F838B3FAA7FD_MAIL_FILE_DOWNLOAD_2021-11-17T21-17-58Z.CSV,SLMS091-PD,Shared Sept 2021 Cities,PORTLAND,Cities,PORTLAND,,,3000,100000,9/10/21,12/8/21,
681,22,Mailed,CAMPAIGN_55716C6B-34EE-43B2-B0B5-F838B3FAA7FD_MAIL_FILE_DOWNLOAD_2021-11-17T21-17-58Z.CSV,SLMS091-PH,Shared Sept 2021 Cities,PHILADELPHIA,Cities,PHILADELPHIA,,,3000,100000,9/10/21,12/8/21,
682,23,Mailed,CAMPAIGN_55716C6B-34EE-43B2-B0B5-F838B3FAA7FD_MAIL_FILE_DOWNLOAD_2021-11-17T21-17-58Z.CSV,SLMS091-SCA-A,Shared Sept 2021 Cities,SOUTHERN CALIFORNI,Cities,SOUTHERN CALIFORNI,,,6000,200000,9/10/21,12/8/21,
682,24,Mailed,CAMPAIGN_55716C6B-34EE-43B2-B0B5-F838B3FAA7FD_MAIL_FILE_DOWNLOAD_2021-11-17T21-17-58Z.CSV,SLMS091-SCA-B,Shared Sept 2021 Cities,SOUTHERN CALIFORNI,Cities,SOUTHERN CALIFORNI,,,6000,200000,9/10/21,12/8/21,
683,25,Mailed,CAMPAIGN_55716C6B-34EE-43B2-B0B5-F838B3FAA7FD_MAIL_FILE_DOWNLOAD_2021-11-17T21-17-58Z.CSV,SLMS091-SF-A,Shared Sept 2021 Cities,SF,Cities,SF,,,6000,200000,9/10/21,12/8/21,
683,26,Mailed,CAMPAIGN_55716C6B-34EE-43B2-B0B5-F838B3FAA7FD_MAIL_FILE_DOWNLOAD_2021-11-17T21-17-58Z.CSV,SLMS091-SF-B,Shared Sept 2021 Cities,SF,Cities,SF,,,6000,200000,9/10/21,12/8/21,
684,27,Mailed,CAMPAIGN_55716C6B-34EE-43B2-B0B5-F838B3FAA7FD_MAIL_FILE_DOWNLOAD_2021-11-17T21-17-58Z.CSV,SLMS091-SV-A,Shared Sept 2021 Cities,SILICON VALLEY,Cities,SILICON VALLEY,,,6000,200000,9/10/21,12/8/21,
684,28,Mailed,CAMPAIGN_55716C6B-34EE-43B2-B0B5-F838B3FAA7FD_MAIL_FILE_DOWNLOAD_2021-11-17T21-17-58Z.CSV,SLMS091-SV-B,Shared Sept 2021 Cities,SILICON VALLEY,Cities,SILICON VALLEY,,,6000,200000,9/10/21,12/8/21,
685,29,Mailed,CAMPAIGN_55716C6B-34EE-43B2-B0B5-F838B3FAA7FD_MAIL_FILE_DOWNLOAD_2021-11-17T21-17-58Z.CSV,SLMS091-VA-A,Shared Sept 2021 Cities,VIRGINIA,Cities,VIRGINIA,,,6000,200000,9/10/21,12/8/21,
685,30,Mailed,CAMPAIGN_55716C6B-34EE-43B2-B0B5-F838B3FAA7FD_MAIL_FILE_DOWNLOAD_2021-11-17T21-17-58Z.CSV,SLMS091-VA-B,Shared Sept 2021 Cities,VIRGINIA,Cities,VIRGINIA,,,6000,200000,9/10/21,12/8/21,
686,0,Holdout,HOLDOUT_H-BOSTON.FORCLIENT.CSV,H-BOSTON,Shared Sept 2021 Cities,H-BOSTON,Cities,H-BOSTON,,,,25829,9/10/21,12/8/21,
687,0,Holdout,HOLDOUT_H-GR DC MD.FORCLIENT.CSV,H-GR DC MD,Shared Sept 2021 Cities,H-GR DC MD,Cities,H-GR DC MD,,,,24748,9/10/21,12/8/21,
688,0,Holdout,HOLDOUT_H-GR DC VA.FORCLIENT.CSV,H-GR DC VA,Shared Sept 2021 Cities,H-GR DC VA,Cities,H-GR DC VA,,,,26373,9/10/21,12/8/21,
689,0,Holdout,HOLDOUT_H-GR BOSTON.FORCLIENT.CSV,H-GR BOSTON,Shared Sept 2021 Cities,H-GR BOSTON,Cities,H-GR BOSTON,,,,25008,9/10/21,12/8/21,
690,0,Holdout,HOLDOUT_H-GR DALLAS.FORCLIENT.CSV,H-GR DALLAS,Shared Sept 2021 Cities,H-GR DALLAS,Cities,H-GR DALLAS,,,,25005,9/10/21,12/8/21,
691,0,Holdout,HOLDOUT_H-HOUSTON.FORCLIENT.CSV,H-HOUSTON,Shared Sept 2021 Cities,H-HOUSTON,Cities,H-HOUSTON,,,,23465,9/10/21,12/8/21,
692,0,Holdout,HOLDOUT_H-INDIANAPOLIS.FORCLIENT.CSV,H-INDIANAPOLIS,Shared Sept 2021 Cities,H-INDIANAPOLIS,Cities,H-INDIANAPOLIS,,,,25989,9/10/21,12/8/21,
693,0,Holdout,HOLDOUT_H-GR LA LAC.FORCLIENT.CSV,H-GR LA LAC,Shared Sept 2021 Cities,H-GR LA LAC,Cities,H-GR LA LAC,,,,26187,9/10/21,12/8/21,
694,0,Holdout,HOLDOUT_H-MIAMI.FORCLIENT.CSV,H-MIAMI,Shared Sept 2021 Cities,H-MIAMI,Cities,H-MIAMI,,,,26186,9/10/21,12/8/21,
695,0,Holdout,HOLDOUT_H-MILWAUKEE.FORCLIENT.CSV,H-MILWAUKEE,Shared Sept 2021 Cities,H-MILWAUKEE,Cities,H-MILWAUKEE,,,,25463,9/10/21,12/8/21,
696,0,Holdout,HOLDOUT_H-NORTHERN CALIFORNI.FORCLIENT.CSV,H-NORTHERN CALIFORNI,Shared Sept 2021 Cities,H-NORTHERN CALIFORNI,Cities,H-NORTHERN CALIFORNI,,,,25473,9/10/21,12/8/21,
697,0,Holdout,HOLDOUT_H-PITTSBURGH.FORCLIENT.CSV,H-PITTSBURGH,Shared Sept 2021 Cities,H-PITTSBURGH,Cities,H-PITTSBURGH,,,,25628,9/10/21,12/8/21,
698,0,Holdout,HOLDOUT_H-PORTLAND.FORCLIENT.CSV,H-PORTLAND,Shared Sept 2021 Cities,H-PORTLAND,Cities,H-PORTLAND,,,,24364,9/10/21,12/8/21,
699,0,Holdout,HOLDOUT_H-PHILADELPHIA.FORCLIENT.CSV,H-PHILADELPHIA,Shared Sept 2021 Cities,H-PHILADELPHIA,Cities,H-PHILADELPHIA,,,,25414,9/10/21,12/8/21,
700,0,Holdout,HOLDOUT_H-SOUTHERN CALIFORNI.FORCLIENT.CSV,H-SOUTHERN CALIFORNI,Shared Sept 2021 Cities,H-SOUTHERN CALIFORNI,Cities,H-SOUTHERN CALIFORNI,,,,25741,9/10/21,12/8/21,
701,0,Holdout,HOLDOUT_H-SF.FORCLIENT.CSV,H-SF,Shared Sept 2021 Cities,H-SF,Cities,H-SF,,,,26649,9/10/21,12/8/21,
702,0,Holdout,HOLDOUT_H-SILICON VALLEY.FORCLIENT.CSV,H-SILICON VALLEY,Shared Sept 2021 Cities,H-SILICON VALLEY,Cities,H-SILICON VALLEY,,,,27467,9/10/21,12/8/21,
703,0,Holdout,HOLDOUT_H-VIRGINIA.FORCLIENT.CSV,H-VIRGINIA,Shared Sept 2021 Cities,H-VIRGINIA,Cities,H-VIRGINIA,,,,32457,9/10/21,12/8/21,
704,1,Mailed,CAMPAIGN_9E2DBAF7-9AEA-4DBF-9CF5-AE4879228B39_MAIL_FILE_DOWNLOAD_2021-11-17T22-46-51Z.CSV,SLMS092-CO-A,Shared Late Sept 2021 Cities,COLORADO,Cities,COLORADO,,,6000,200000,9/24/21,12/22/21,
704,2,Mailed,CAMPAIGN_9E2DBAF7-9AEA-4DBF-9CF5-AE4879228B39_MAIL_FILE_DOWNLOAD_2021-11-17T22-46-51Z.CSV,SLMS092-CO-B,Shared Late Sept 2021 Cities,COLORADO,Cities,COLORADO,,,6000,200000,9/24/21,12/22/21,
705,3,Mailed,CAMPAIGN_9E2DBAF7-9AEA-4DBF-9CF5-AE4879228B39_MAIL_FILE_DOWNLOAD_2021-11-17T22-46-51Z.CSV,SLMS092-GC-A,Shared Late Sept 2021 Cities,Gr CHICAGO,Cities,Gr CHICAGO,,,6000,200000,9/24/21,12/22/21,
705,4,Mailed,CAMPAIGN_9E2DBAF7-9AEA-4DBF-9CF5-AE4879228B39_MAIL_FILE_DOWNLOAD_2021-11-17T22-46-51Z.CSV,SLMS092-GC-B,Shared Late Sept 2021 Cities,Gr CHICAGO,Cities,Gr CHICAGO,,,6000,200000,9/24/21,12/22/21,
