order,priority,Status,originalFileName,mailkey,Mailing,testCell,Targeting,Test Description,Format,Paper,Cost,Quantity,inHomeDate,endDate,CPP
234,41,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-10-16_SLMS060-MSP1.MINN ST. PAUL A.CSV,SLMS060-MSP1,Shared Mid Oct 2020 Cities,MINNEAPOLIS,Cities,MINNEAPOLIS,,,6000,200000,10/16/20,1/13/21,
234,40,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-10-16_SLMS060-MSP2.MINN ST. PAUL B.CSV,SLMS060-MSP2,Shared Mid Oct 2020 Cities,MINNEAPOLIS,Cities,MINNEAPOLIS,,,6000,200000,10/16/20,1/13/21,
235,39,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-10-16_SLMS060-NJ.NEW JERSEY.CSV,SLMS060-NJ,Shared Mid Oct 2020 Cities,NEW JERSEY,Cities,NEW JERSEY,,,3000,100000,10/16/20,1/13/21,
236,38,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-10-16_SLMS060-ORL.ORLANDO.CSV,SLMS060-ORL,Shared Mid Oct 2020 Cities,ORLANDO,Cities,ORLANDO,,,3000,100000,10/16/20,1/13/21,
237,37,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-10-16_SLMS060-PX.PHOENIX.CSV,SLMS060-PX,Shared Mid Oct 2020 Cities,PHOENIX,Cities,PHOENIX,,,3000,100000,10/16/20,1/13/21,
238,36,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-10-16_SLMS060-SCA-A.SO CALIFORNIA A.CSV,SLMS060-SCA-A,Shared Mid Oct 2020 Cities,SO CAL,Cities,SO CAL,,,6000,200000,10/16/20,1/13/21,
238,35,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-10-16_SLMS060-SCA-B.SO CALIFORNIA B.CSV,SLMS060-SCA-B,Shared Mid Oct 2020 Cities,SO CAL,Cities,SO CAL,,,6000,200000,10/16/20,1/13/21,
239,34,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-10-16_SLMS060-SLC.SALT LAKE CITY.CSV,SLMS060-SLC,Shared Mid Oct 2020 Cities,SALT LAKE CITY,Cities,SALT LAKE CITY,,,3000,100000,10/16/20,1/13/21,
240,33,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-10-26_SLMS061-CB.COLUMBUS.CSV,SLMS061-CB,Shared Late Oct 2020 Cities,COLUMBUS,Cities,COLUMBUS,,,3000,100000,10/26/20,1/23/21,
241,32,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-10-26_SLMS061-CH-A.CHICAGO A.CSV,SLMS061-CH-A,Shared Late Oct 2020 Cities,CHICAGO,Cities,CHICAGO,,,6000,200000,10/26/20,1/23/21,
241,31,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-10-26_SLMS061-CH-B.CHICAGO B.CSV,SLMS061-CH-B,Shared Late Oct 2020 Cities,CHICAGO,Cities,CHICAGO,,,6000,200000,10/26/20,1/23/21,
242,30,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-10-26_SLMS061-DC-A.DC A.CSV,SLMS061-DC-A,Shared Late Oct 2020 Cities,DC,Cities,DC,,,6000,200000,10/26/20,1/23/21,
242,29,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-10-26_SLMS061-DC-B.DC B.CSV,SLMS061-DC-B,Shared Late Oct 2020 Cities,DC,Cities,DC,,,6000,200000,10/26/20,1/23/21,
243,28,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-10-26_SLMS061-DFW-A.DALLAS FT WORTH A.CSV,SLMS061-DFW-A,Shared Late Oct 2020 Cities,DALLAS,Cities,DALLAS,,,6000,200000,10/26/20,1/23/21,
243,27,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-10-26_SLMS061-DFW-B.DALLAS FT WORTH B.CSV,SLMS061-DFW-B,Shared Late Oct 2020 Cities,DALLAS,Cities,DALLAS,,,6000,200000,10/26/20,1/23/21,
244,26,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-10-26_SLMS061-DN.DENVER.CSV,SLMS061-DN,Shared Late Oct 2020 Cities,DENVER,Cities,DENVER,,,3000,100000,10/26/20,1/23/21,
245,25,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-10-26_SLMS061-EN-A.NEW ENGLAND 1 A.CSV,SLMS061-EN-A,Shared Late Oct 2020 Cities,NEW ENGLAND,Cities,NEW ENGLAND,,,6000,200000,10/26/20,1/23/21,
245,24,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-10-26_SLMS061-EN-B.NEW ENGLAND 1 B.CSV,SLMS061-EN-B,Shared Late Oct 2020 Cities,NEW ENGLAND,Cities,NEW ENGLAND,,,6000,200000,10/26/20,1/23/21,
246,23,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-10-26_SLMS061-GB-A.GREATER BOSTON A.CSV,SLMS061-GB-A,Shared Late Oct 2020 Cities,GR BOSTON,Cities,GR BOSTON,,,6000,200000,10/26/20,1/23/21,
246,22,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-10-26_SLMS061-GB-B.GREATER BOSTON B.CSV,SLMS061-GB-B,Shared Late Oct 2020 Cities,GR BOSTON,Cities,GR BOSTON,,,6000,200000,10/26/20,1/23/21,
247,21,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-10-26_SLMS061-HO-A.HOUSTON A.CSV,SLMS061-HO-A,Shared Late Oct 2020 Cities,HOUSTON,Cities,HOUSTON,,,6000,200000,10/26/20,1/23/21,
247,20,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-10-26_SLMS061-HO-B.HOUSTON B.CSV,SLMS061-HO-B,Shared Late Oct 2020 Cities,HOUSTON,Cities,HOUSTON,,,6000,200000,10/26/20,1/23/21,
248,19,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-10-26_SLMS061-LA-A.LA A.CSV,SLMS061-LA-A,Shared Late Oct 2020 Cities,LA,Cities,LA,,,6000,200000,10/26/20,1/23/21,
248,18,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-10-26_SLMS061-LA-B.LA B.CSV,SLMS061-LA-B,Shared Late Oct 2020 Cities,LA,Cities,LA,,,6000,200000,10/26/20,1/23/21,
249,17,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-10-26_SLMS061-MH-A.MANHATTAN A.CSV,SLMS061-MH-A,Shared Late Oct 2020 Cities,MANHATTAN,Cities,MANHATTAN,,,6000,200000,10/26/20,1/23/21,
249,16,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-10-26_SLMS061-MH-B.MANHATTAN B.CSV,SLMS061-MH-B,Shared Late Oct 2020 Cities,MANHATTAN,Cities,MANHATTAN,,,6000,200000,10/26/20,1/23/21,
250,15,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-10-26_SLMS061-NJ-A.GREATER NYC NJ A.CSV,SLMS061-NJ-A,Shared Late Oct 2020 Cities,GR NYC NJ,Cities,GR NYC NJ,,,6000,200000,10/26/20,1/23/21,
250,14,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-10-26_SLMS061-NJ-B.GREATER NYC NJ B.CSV,SLMS061-NJ-B,Shared Late Oct 2020 Cities,GR NYC NJ,Cities,GR NYC NJ,,,6000,200000,10/26/20,1/23/21,
251,13,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-10-26_SLMS061-OC-A.GREATER LA OC A.CSV,SLMS061-OC-A,Shared Late Oct 2020 Cities,GR LA OC,Cities,GR LA OC,,,6000,200000,10/26/20,1/23/21,
251,12,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-10-26_SLMS061-OC-B.GREATER LA OC B.CSV,SLMS061-OC-B,Shared Late Oct 2020 Cities,GR LA OC,Cities,GR LA OC,,,6000,200000,10/26/20,1/23/21,
252,11,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-10-26_SLMS061-SV-A.SILICON VALLEY A.CSV,SLMS061-SV-A,Shared Late Oct 2020 Cities,SILICON VALLEY,Cities,SILICON VALLEY,,,6000,200000,10/26/20,1/23/21,
252,10,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-10-26_SLMS061-SV-B.SILICON VALLEY B.CSV,SLMS061-SV-B,Shared Late Oct 2020 Cities,SILICON VALLEY,Cities,SILICON VALLEY,,,6000,200000,10/26/20,1/23/21,
253,9,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-10-26_SLMS061-UT.UTAH.CSV,SLMS061-UT,Shared Late Oct 2020 Cities,UTAH,Cities,UTAH,,,3000,100000,10/26/20,1/23/21,
254,8,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-10-26_SLMS061-WLI-A.GREATER NYC WC A.CSV,SLMS061-WLI-A,Shared Late Oct 2020 Cities,GR NYC WC,Cities,GR NYC WC,,,6000,200000,10/26/20,1/23/21,
254,7,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-10-26_SLMS061-WLI-B.GREATER NYC WC B.CSV,SLMS061-WLI-B,Shared Late Oct 2020 Cities,GR NYC WC,Cities,GR NYC WC,,,6000,200000,10/26/20,1/23/21,
434,7,Mailed,SLM_Shared_Mailfile_market_2020-10-26_SLMS061-EP.El Paso.csv,SLMS061-EP,Shared Late Oct 2020 Cities,EL PASO,Cities,EL PASO,,,6000,200000,10/26/20,1/23/21,
255,6,Mailed,SLM_SHARED_MAILFILE_NATIONAL_2020-10-30_SLMS062-ME1.MENS 1.CSV,SLMS062-ME1,Shared Late Oct 2020 Natl,MENS,Natl,MENS,,,12000,200000,10/30/20,1/27/21,
255,5,Mailed,SLM_SHARED_MAILFILE_NATIONAL_2020-10-30_SLMS062-ME2.MENS 2.CSV,SLMS062-ME2,Shared Late Oct 2020 Natl,MENS,Natl,MENS,,,12000,200000,10/30/20,1/27/21,
256,4,Mailed,SLM_SHARED_MAILFILE_NATIONAL_2020-10-30_SLMS062-NE-A.NEWLY ENGAGED A.CSV,SLMS062-NE-A,Shared Late Oct 2020 Natl,NEWLY ENGAGED,Natl,NEWLY ENGAGED,,,12000,200000,10/30/20,1/27/21,
256,3,Mailed,SLM_SHARED_MAILFILE_NATIONAL_2020-10-30_SLMS062-NE-B.NEWLY ENGAGED B.CSV,SLMS062-NE-B,Shared Late Oct 2020 Natl,NEWLY ENGAGED,Natl,NEWLY ENGAGED,,,12000,200000,10/30/20,1/27/21,
257,2,Mailed,SLM_SHARED_MAILFILE_NATIONAL_2020-10-30_SLMS062-WO1.WOMENS 1.CSV,SLMS062-WO1,Shared Late Oct 2020 Natl,WOMENS,Natl,WOMENS,,,12000,200000,10/30/20,1/27/21,
257,1,Mailed,SLM_SHARED_MAILFILE_NATIONAL_2020-10-30_SLMS062-WO2.WOMENS 2.CSV,SLMS062-WO2,Shared Late Oct 2020 Natl,WOMENS,Natl,WOMENS,,,12000,200000,10/30/20,1/27/21,
258,67,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-11-12_SLMS063-AT.ATLANTA.CSV,SLMS063-AT,Shared November 2020 Cities,ATLANTA,Cities,ATLANTA,,,4500,150000,11/12/20,2/9/21,
259,66,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-11-12_SLMS063-BO-A.BOSTON A.CSV,SLMS063-BO-A,Shared November 2020 Cities,BOSTON,Cities,BOSTON,,,6000,200000,11/12/20,2/9/21,
259,65,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-11-12_SLMS063-BO-B.BOSTON B.CSV,SLMS063-BO-B,Shared November 2020 Cities,BOSTON,Cities,BOSTON,,,6000,200000,11/12/20,2/9/21,
260,64,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-11-12_SLMS063-CH-A.CHICAGO A.CSV,SLMS063-CH-A,Shared November 2020 Cities,CHICAGO,Cities,CHICAGO,,,6000,200000,11/12/20,2/9/21,
260,63,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-11-12_SLMS063-CH-B.CHICAGO B.CSV,SLMS063-CH-B,Shared November 2020 Cities,CHICAGO,Cities,CHICAGO,,,6000,200000,11/12/20,2/9/21,
261,62,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-11-12_SLMS063-CO-A.COLORADO A.CSV,SLMS063-CO-A,Shared November 2020 Cities,COLORADO,Cities,COLORADO,,,6000,200000,11/12/20,2/9/21,
261,61,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-11-12_SLMS063-CO-B.COLORADO B.CSV,SLMS063-CO-B,Shared November 2020 Cities,COLORADO,Cities,COLORADO,,,6000,200000,11/12/20,2/9/21,
262,60,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-11-12_SLMS063-DCM-A.GR DC MARYLAND A.CSV,SLMS063-DCM-A,Shared November 2020 Cities,GR DC MD,Cities,GR DC MD,,,6000,200000,11/12/20,2/9/21,
262,59,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-11-12_SLMS063-DCM-B.GR DC MARYLAND B.CSV,SLMS063-DCM-B,Shared November 2020 Cities,GR DC MD,Cities,GR DC MD,,,6000,200000,11/12/20,2/9/21,
263,58,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-11-12_SLMS063-DCV-A.GR DC VIRGINIA A.CSV,SLMS063-DCV-A,Shared November 2020 Cities,GR DC VA,Cities,GR DC VA,,,6000,200000,11/12/20,2/9/21,
263,57,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-11-12_SLMS063-DCV-B.GR DC VIRGINIA B.CSV,SLMS063-DCV-B,Shared November 2020 Cities,GR DC VA,Cities,GR DC VA,,,6000,200000,11/12/20,2/9/21,
264,56,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-11-12_SLMS063-FL.FORT LAUDERDALE.CSV,SLMS063-FL,Shared November 2020 Cities,FORT LAUDERDALE,Cities,FORT LAUDERDALE,,,3000,100000,11/12/20,2/9/21,
265,55,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-11-12_SLMS063-LA-A.LA A.CSV,SLMS063-LA-A,Shared November 2020 Cities,LA,Cities,LA,,,6000,200000,11/12/20,2/9/21,
265,54,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-11-12_SLMS063-LA-B.LA B.CSV,SLMS063-LA-B,Shared November 2020 Cities,LA,Cities,LA,,,6000,200000,11/12/20,2/9/21,
266,53,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-11-12_SLMS063-MAL-A.GREATER LA MAL A.CSV,SLMS063-MAL-A,Shared November 2020 Cities,GR LA MAL,Cities,GR LA MAL,,,6000,200000,11/12/20,2/9/21,
266,52,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-11-12_SLMS063-MAL-B.GREATER LA MAL B.CSV,SLMS063-MAL-B,Shared November 2020 Cities,GR LA MAL,Cities,GR LA MAL,,,6000,200000,11/12/20,2/9/21,
267,51,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-11-12_SLMS063-MI.MIAMI.CSV,SLMS063-MI,Shared November 2020 Cities,MIAMI,Cities,MIAMI,,,3000,100000,11/12/20,2/9/21,
268,50,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-11-12_SLMS063-MN.MINNESOTA.CSV,SLMS063-MN,Shared November 2020 Cities,MINNESOTA,Cities,MINNESOTA,,,3000,100000,11/12/20,2/9/21,
269,49,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-11-12_SLMS063-NP.NAPLES.CSV,SLMS063-NP,Shared November 2020 Cities,NAPLES,Cities,NAPLES,,,3000,100000,11/12/20,2/9/21,
270,48,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-11-12_SLMS063-OC-A.GREATER LA OC A.CSV,SLMS063-OC-A,Shared November 2020 Cities,GR LA OC,Cities,GR LA OC,,,6000,200000,11/12/20,2/9/21,
270,47,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-11-12_SLMS063-OC-B.GREATER LA OC B.CSV,SLMS063-OC-B,Shared November 2020 Cities,GR LA OC,Cities,GR LA OC,,,6000,200000,11/12/20,2/9/21,
271,46,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-11-12_SLMS063-PD.PORTLAND.CSV,SLMS063-PD,Shared November 2020 Cities,PORTLAND,Cities,PORTLAND,,,3000,100000,11/12/20,2/9/21,
272,45,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-11-12_SLMS063-QN.QUEENS.CSV,SLMS063-QN,Shared November 2020 Cities,QUEENS,Cities,QUEENS,,,3000,100000,11/12/20,2/9/21,
273,44,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-11-12_SLMS063-RL-A.RALEIGH DURHAM CH.CSV,SLMS063-RL-A,Shared November 2020 Cities,RALEIGH,Cities,RALEIGH,,,6000,200000,11/12/20,2/9/21,
273,43,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-11-12_SLMS063-RL-B.RALEIGH DURHAM CH.CSV,SLMS063-RL-B,Shared November 2020 Cities,RALEIGH,Cities,RALEIGH,,,6000,200000,11/12/20,2/9/21,
274,42,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-11-12_SLMS063-SD.SAN DIEGO.CSV,SLMS063-SD,Shared November 2020 Cities,SAN DIEGO,Cities,SAN DIEGO,,,3000,100000,11/12/20,2/9/21,
275,41,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-11-12_SLMS063-SE-A.SEATTLE A.CSV,SLMS063-SE-A,Shared November 2020 Cities,SEATTLE,Cities,SEATTLE,,,6000,200000,11/12/20,2/9/21,
275,40,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-11-12_SLMS063-SE-B.SEATTLE B.CSV,SLMS063-SE-B,Shared November 2020 Cities,SEATTLE,Cities,SEATTLE,,,6000,200000,11/12/20,2/9/21,
276,39,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-11-12_SLMS063-SV-A.SILICON VALLEY A.CSV,SLMS063-SV-A,Shared November 2020 Cities,SILICON VALLEY,Cities,SILICON VALLEY,,,6000,200000,11/12/20,2/9/21,
276,38,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-11-12_SLMS063-SV-B.SILICON VALLEY B.CSV,SLMS063-SV-B,Shared November 2020 Cities,SILICON VALLEY,Cities,SILICON VALLEY,,,6000,200000,11/12/20,2/9/21,
277,37,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-11-12_SLMS063-TM.TAMPA.CSV,SLMS063-TM,Shared November 2020 Cities,TAMPA,Cities,TAMPA,,,3000,100000,11/12/20,2/9/21,
278,36,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-11-12_SLMS063-UNY.UPSTATE NY.CSV,SLMS063-UNY,Shared November 2020 Cities,UPSTATE NY,Cities,UPSTATE NY,,,3000,100000,11/12/20,2/9/21,
279,35,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-11-12_SLMS063-WI-A.WISCONSIN A.CSV,SLMS063-WI-A,Shared November 2020 Cities,WISCONSIN,Cities,WISCONSIN,,,6000,200000,11/12/20,2/9/21,
279,34,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-11-12_SLMS063-WI-B.WISCONSIN B.CSV,SLMS063-WI-B,Shared November 2020 Cities,WISCONSIN,Cities,WISCONSIN,,,6000,200000,11/12/20,2/9/21,
280,33,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-12-09_SLMS065-AU-A.AUSTIN A.CSV,SLMS065-AU-A,Shared December 2020 Cities,AUSTIN,Cities,AUSTIN,,,6000,200000,12/9/20,3/8/21,
280,32,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-12-09_SLMS065-AU-B.AUSTIN B.CSV,SLMS065-AU-B,Shared December 2020 Cities,AUSTIN,Cities,AUSTIN,,,6000,200000,12/9/20,3/8/21,
281,31,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-12-09_SLMS065-BA1-A.BAY AREA 1A.CSV,SLMS065-BA1-A,Shared December 2020 Cities,BAY AREA 1,Cities,BAY AREA 1,,,6000,200000,12/9/20,3/8/21,
281,30,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-12-09_SLMS065-BA1-B.BAY AREA 1B.CSV,SLMS065-BA1-B,Shared December 2020 Cities,BAY AREA 1,Cities,BAY AREA 1,,,6000,200000,12/9/20,3/8/21,
282,29,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-12-09_SLMS065-BO-A.BOSTON A.CSV,SLMS065-BO-A,Shared December 2020 Cities,BOSTON,Cities,BOSTON,,,6000,200000,12/9/20,3/8/21,
282,28,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-12-09_SLMS065-BO-B.BOSTON B.CSV,SLMS065-BO-B,Shared December 2020 Cities,BOSTON,Cities,BOSTON,,,6000,200000,12/9/20,3/8/21,
283,27,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-12-09_SLMS065-CH-A.CHICAGO A.CSV,SLMS065-CH-A,Shared December 2020 Cities,CHICAGO,Cities,CHICAGO,,,6000,200000,12/9/20,3/8/21,
283,26,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-12-09_SLMS065-CH-B.CHICAGO B.CSV,SLMS065-CH-B,Shared December 2020 Cities,CHICAGO,Cities,CHICAGO,,,6000,200000,12/9/20,3/8/21,
284,25,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-12-09_SLMS065-DC-A.DC A.CSV,SLMS065-DC-A,Shared December 2020 Cities,DC,Cities,DC,,,6000,200000,12/9/20,3/8/21,
284,24,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-12-09_SLMS065-DC-B.DC B.CSV,SLMS065-DC-B,Shared December 2020 Cities,DC,Cities,DC,,,6000,200000,12/9/20,3/8/21,
285,23,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-12-09_SLMS065-DFW-A.DALLAS FT WORTH A.CSV,SLMS065-DFW-A,Shared December 2020 Cities,DALLAS,Cities,DALLAS,,,6000,200000,12/9/20,3/8/21,
285,22,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-12-09_SLMS065-DFW-B.DALLAS FT WORTH B.CSV,SLMS065-DFW-B,Shared December 2020 Cities,DALLAS,Cities,DALLAS,,,6000,200000,12/9/20,3/8/21,
286,21,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-12-09_SLMS065-DN.DENVER.CSV,SLMS065-DN,Shared December 2020 Cities,DENVER,Cities,DENVER,,,3000,100000,12/9/20,3/8/21,
287,20,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-12-09_SLMS065-GC-A.GREATER CHICAGO A.CSV,SLMS065-GC-A,Shared December 2020 Cities,GR CHICAGO,Cities,GR CHICAGO,,,6000,200000,12/9/20,3/8/21,
287,19,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-12-09_SLMS065-GC-B.GREATER CHICAGO B.CSV,SLMS065-GC-B,Shared December 2020 Cities,GR CHICAGO,Cities,GR CHICAGO,,,6000,200000,12/9/20,3/8/21,
288,18,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-12-09_SLMS065-GD-A.GREATER DALLAS A.CSV,SLMS065-GD-A,Shared December 2020 Cities,GR DALLAS,Cities,GR DALLAS,,,6000,200000,12/9/20,3/8/21,
288,17,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-12-09_SLMS065-GD-B.GREATER DALLAS B.CSV,SLMS065-GD-B,Shared December 2020 Cities,GR DALLAS,Cities,GR DALLAS,,,6000,200000,12/9/20,3/8/21,
289,16,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-12-09_SLMS065-GNJ-A.GREATER NYC NJ A.CSV,SLMS065-GNJ-A,Shared December 2020 Cities,GR NYC NJ,Cities,GR NYC NJ,,,6000,200000,12/9/20,3/8/21,
289,15,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-12-09_SLMS065-GNJ-B.GREATER NYC NJ B.CSV,SLMS065-GNJ-B,Shared December 2020 Cities,GR NYC NJ,Cities,GR NYC NJ,,,6000,200000,12/9/20,3/8/21,
290,14,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-12-09_SLMS065-HO-A.HOUSTON A.CSV,SLMS065-HO-A,Shared December 2020 Cities,HOUSTON,Cities,HOUSTON,,,6000,200000,12/9/20,3/8/21,
290,13,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-12-09_SLMS065-HO-B.HOUSTON B.CSV,SLMS065-HO-B,Shared December 2020 Cities,HOUSTON,Cities,HOUSTON,,,6000,200000,12/9/20,3/8/21,
291,12,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-12-09_SLMS065-MAL-A.GREATER LA A.CSV,SLMS065-MAL-A,Shared December 2020 Cities,GR LA MAL,Cities,GR LA MAL,,,6000,200000,12/9/20,3/8/21,
291,11,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-12-09_SLMS065-MAL-B.GREATER LA B.CSV,SLMS065-MAL-B,Shared December 2020 Cities,GR LA MAL,Cities,GR LA MAL,,,6000,200000,12/9/20,3/8/21,
292,10,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-12-09_SLMS065-MH-A.MANHATTAN A.CSV,SLMS065-MH-A,Shared December 2020 Cities,MANHATTAN,Cities,MANHATTAN,,,6000,200000,12/9/20,3/8/21,
292,9,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-12-09_SLMS065-MH-B.MANHATTAN B.CSV,SLMS065-MH-B,Shared December 2020 Cities,MANHATTAN,Cities,MANHATTAN,,,6000,200000,12/9/20,3/8/21,
293,8,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-12-09_SLMS065-OC-A.GREATER LA OCA.CSV,SLMS065-OC-A,Shared December 2020 Cities,GR LA OC,Cities,GR LA OC,,,6000,200000,12/9/20,3/8/21,
293,7,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-12-09_SLMS065-OC-B.GREATER LA OCB.CSV,SLMS065-OC-B,Shared December 2020 Cities,GR LA OC,Cities,GR LA OC,,,6000,200000,12/9/20,3/8/21,
294,6,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-12-09_SLMS065-PH.PHILADELPHIA.CSV,SLMS065-PH,Shared December 2020 Cities,PHILADELPHIA,Cities,PHILADELPHIA,,,3000,100000,12/9/20,3/8/21,
295,5,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-12-09_SLMS065-SLC.SALT LAKE CITY.CSV,SLMS065-SLC,Shared December 2020 Cities,SALT LAKE CITY,Cities,SALT LAKE CITY,,,3000,100000,12/9/20,3/8/21,
296,4,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-12-09_SLMS065-WLI-A.GREATER NYC WC A.CSV,SLMS065-WLI-A,Shared December 2020 Cities,GR NYC WC,Cities,GR NYC WC,,,6000,200000,12/9/20,3/8/21,
296,3,Mailed,SLM_SHARED_MAILFILE_MARKET_2020-12-09_SLMS065-WLI-B.GREATER NYC WC B.CSV,SLMS065-WLI-B,Shared December 2020 Cities,GR NYC WC,Cities,GR NYC WC,,,6000,200000,12/9/20,3/8/21,
297,2,Mailed,SLM_SHARED_MAILFILE_NATIONAL_2020-12-10_SLMS066-ME1.MENS 1.CSV,SLMS066-ME1,Shared December 2020 Natl,MENS,Natl,MENS,,,12000,200000,12/10/20,3/9/21,
297,1,Mailed,SLM_SHARED_MAILFILE_NATIONAL_2020-12-10_SLMS066-ME2.MENS 2.CSV,SLMS066-ME2,Shared December 2020 Natl,MENS,Natl,MENS,,,12000,200000,12/10/20,3/9/21,
298,43,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-01-13_SLMS067-BA2.BAY AREA 2.CSV,SLMS067-BA2,Shared Mid Jan 2021 Cities,BAY AREA 2,Cities,BAY AREA 2,,,3000,100000,1/13/21,4/12/21,
299,42,Mailed,SLM_SHARED_MAILFILE_MARKET_2021-01-13_SLMS067-BK.BROOKLYN.CSV,SLMS067-BK,Shared Mid Jan 2021 Cities,BROOKLYN,Cities,BROOKLYN,,,4500,150000,1/13/21,4/12/21,
